ORG	GRAM	ORGANISM	ORG_CLEAN	STATUS	COMMON	ORG_GROUP	SUB_GROUP	GENUS	GENUS_CODE	SCT_CODE	SCT_TEXT	EXCLUDE
pis	f	Pythium insidiosum	Pythium insidiosum	C		FUNGUS		Pythium	PYT	57313005	Pythium insidiosum	FALSE
bmn	a	Bifidobacterium magnum	Bifidobacterium magnum	C		NOSPORE		Bifidobacterium	BIF	57370000	Bifidobacterium magnum	FALSE
lad	-	CDC Enteric Group 41	CDC Enteric Group 41	O		EBC		Leclercia	LEC	57459006	Leclercia adecarboxylata	FALSE
g57	-	Salmonella Group 57 (O:57)	Salmonella Group 57	C		EBC	G57	Salmonella	SAL	57475009	Salmonella II 57:a:z42	FALSE
cxv	v	Coxsackievirus	Coxsackievirus	C		RNA				57757007	Human coxsackievirus	FALSE
smt	+	Streptococcus mitis	Streptococcus mitis	C		SVI		Streptococcus	STR	57997003	Streptococcus mitis	FALSE
psz	-	CDC Vb-1	CDC Vb-1	O		NFR		Pseudomonas	PS-	58024003	Pseudomonas stutzeri	FALSE
cvb	-	CDC Vb-3	CDC Vb-3	O		NFR		Pseudomonas	PS-	58024003	Pseudomonas stutzeri	FALSE
dco	+	Dermatophilus congolensis	Dermatophilus congolensis	C		GPR		Dermatophilus	DET	58141003	Dermatophilus congolensis	FALSE
hfn	-	Campylobacter fennelliae	Campylobacter fennelliae	O		GNCB		Helicobacter	HEL	58177005	Helicobacter fennelliae	FALSE
mle	m	Mycobacterium leprae	Mycobacterium leprae	C		MYCO		Mycobacterium	MYC	58242002	Mycobacterium leprae	FALSE
api	-	Alcaligenes piechaudii	Alcaligenes piechaudii	C		NFR		Alcaligenes	ALC	58251005	Alcaligenes piechaudii	FALSE
sce	f	Saccharomyces cerevisiae	Saccharomyces cerevisiae	C		check		Saccharomyces	SMY	58296003	Saccharomyces cerevisiae	FALSE
c4d	-	CDC EF-1	CDC EF-1	O		NFR		Pseudomonas	PS-	58373001	Legionella longbeachae, serogroup 2	FALSE
hpc	-	Haemophilus paracuniculus	Haemophilus paracuniculus	C		GNCB		Haemophilus	HA-	58408008	Haemophilus paracuniculus	FALSE
pwe	w	Paragonimus westermani	Paragonimus westermani	C		TREMA		Paragonimus	PAO	58412002	Paragonimus westermanii	FALSE
fmn	f	Fusarium monoliforme	Fusarium monoliforme	C		FUNGUS		Fusarium	FUS	58429004	Fusarium moniliforme	FALSE
kas	-	CDC Enteric Group 8	CDC Enteric Group 8	O		EBC		Kluyvera	KLU	58493008	Kluyvera ascorbata	FALSE
mxe	m	Mycobacterium xenopi	Mycobacterium xenopi	C		MYCO		Mycobacterium	MYC	58663006	Mycobacterium xenopi	FALSE
en-	-	Enterobacter sp.	Enterobacter sp.	C		EBC		Enterobacter	EN-	58683007	Enterobacter	FALSE
mpn	b	Mycoplasma pneumoniae	Mycoplasma pneumoniae	C		MYCOP		Mycoplasma	MYP	58720004	Mycoplasma pneumoniae	FALSE
lar	-	Salmonella Larochelle	Salmonella Larochelle	C		EBC		Salmonella	SAL	58723002	Salmonella Larochelle	FALSE
enr	w	Enteromonas sp.	Enteromonas sp.	C		FLAG		Enteromonas	ENR	58815006	Enteromonas	FALSE
csu	a	Clostridium subterminale	Clostridium subterminale	C		SPORE		Clostridium	CLO	58838009	Clostridium subterminale	FALSE
mma	m	Mycobacterium marinum	Mycobacterium marinum	C		MYCO		Mycobacterium	MYC	58869008	Mycobacterium marinum	FALSE
cmy	+	Corynebacterium mycetoides	Corynebacterium mycetoides	C		COF		Corynebacterium	COR	58879005	Corynebacterium mycetoides	FALSE
lcn	-	Legionella cincinnatiensis	Legionella cincinnatiensis	C		GNCB		Legionella	LEG	58923007	Legionella cincinnatiensis	FALSE
csp	a	Campylobacter sputorum	Campylobacter sputorum	O		AGNR		Campylobacter	CAM	58928003	Campylobacter sputorum ss. sputorum	FALSE
lha	-	Legionella hackeliae	Legionella hackeliae	C		GNCB		Legionella	LEG	58939000	Legionella hackeliae	FALSE
nbr	+	Nocardia brasiliensis	Nocardia brasiliensis	C		GPR		Nocardia	NOC	58970008	Nocardia brasiliensis	FALSE
brg	w	Brugia sp.	Brugia sp.	C		NEMAT		Brugia	BRG	58998006	Brugia	FALSE
est	f	Epidermophyton stockdaleae	Epidermophyton stockdaleae	C		FUNGUS		Epidermophyton	EPI	59009000	Epidermophyton stockdaleae	FALSE
ehf	-	Ehrlichia chaffeensis	Ehrlichia chaffeensis	C		GNCB		Ehrlichia	EHR	59250001	Ehrlichia chaffeensis	FALSE
bsp	a	Bacteroides splanchnicus	Bacteroides splanchnicus	C		AGNR		Bacteroides	BAC	59313004	Bacteroides splanchnicus	FALSE
pme	-	CDC Vb-2	CDC Vb-2	O		NFR		Pseudomonas	PS-	59419001	Pseudomonas mendocina	FALSE
sti	+	Streptococcus porcinus	Streptococcus porcinus	C		BS-		Streptococcus	STR	59512008	Streptococcus porcinus	FALSE
bun	a	Bacteroides uniformis	Bacteroides uniformis	C		AGNR		Bacteroides	BAC	59604009	Bacteroides uniformis	FALSE
not	+	Nocardia otitidiscaviarum	Nocardia otitidiscaviarum	C		GPR		Nocardia	NOC	59674005	Nocardia	FALSE
smc	+	Streptococcus macacae	Streptococcus macacae	C		SVI		Streptococcus	STR	59717000	Streptococcus macacae	FALSE
abo	a	Actinomyces bovis	Actinomyces bovis	C		NOSPORE		Actinomyces	ACT	59806008	Actinomyces bovis	FALSE
lca	a	Lactobacillus catenaformis	Lactobacillus catenaformis	C		GPR		Lactobacillus	LAC	59836004	Lactobacillus catenaformis	FALSE
rav	v	Rabies virus	Rabies virus	C		RNA				59881000	Rabies virus	FALSE
ecn	a	Eubacterium contortum	Eubacterium contortum	C		NOSPORE		Eubacterium	EUB	59949005	Eubacterium contortum	FALSE
cbr	f	Cunninghamella bertholletiae	Cunninghamella bertholletiae	C		FUNGUS		Cunninghamella	CUN	60182000	Cunninghamella bertholletiae	FALSE
and	f	Aspergillus nidulans	Aspergillus nidulans	C		FUNGUS		Aspergillus	ASP	60264008	Aspergillus nidulans	FALSE
llb	f	Loboa loboi	Loboa loboi	C		check		Loboa	LOB	60435001	Loboa loboii	FALSE
fho	-	Francisella tularensis ss. holarctica	Francisella tularensis ss. holarctica	C		GNCB		Francisella	FRA	60502008	Francisella tularensis ss. holarctica	FALSE
dra	w	Dracunculus sp.	Dracunculus sp.	C		NEMAT		Dracunculus	DRA	60566009	Genus Dracunculus	FALSE
ape	f	Arthroderma persicolor	Arthroderma persicolor	C		FUNGUS		Arthroderma	ARD	60780004	Arthroderma persicolor	FALSE
cfv	-	Campylobacter fetus ss. venerealis	Campylobacter fetus ss. venerealis	C		GNCB		Campylobacter	CAM	60817000	Campylobacter fetus ss. venerealis	FALSE
sep	+	Staphylococcus epidermidis	Staphylococcus epidermidis	O		SCN		Staphylococcus	STA	60875001	Staphylococcus epidermidis	FALSE
mot	f	Mortierella sp.	Mortierella sp.	C		check		Mortierella	MOT	61016004	Mortierella	FALSE
phm	f	Phoma sp.	Phoma sp.	C		check		Phoma	PHM	61019006	Phoma	FALSE
tsa	w	Taenia saginata	Taenia saginata	C		CESTODE		Taenia	TAE	61085008	Taenia saginata	FALSE
sby	f	Stachybotrys sp.	Stachybotrys sp.	C		check		Stachybotrys	SBT	61175005	Stachybotrys	FALSE
ncr	+	Nocardia carnea	Nocardia carnea	C		GPR		Nocardia	NOC	61208001	Nocardia carnea	FALSE
cpa	f	Candida parapsilosis	Candida parapsilosis	C		FUNGUS		Candida	CAN	61302002	Candida parapsilosis	FALSE
pbr	f	Paracoccidioides brasiliensis	Paracoccidioides brasiliensis	C		check		Paracoccidioides	PCC	61449004	Paracoccidioides brasiliensis	FALSE
ins	i	Insect	Insect	C						61638001	Insect	FALSE
ssv	-	CDC IIk-3	CDC IIk-3	O		NFR		Sphingobacterium	SPB	61675006	Sphingobacterium spiritivorum	FALSE
mfa	m	Mycobacterium farcinogenes	Mycobacterium farcinogenes	C		MYCO		Mycobacterium	MYC	61708000	Mycobacterium farcinogenes	FALSE
mco	f	Microsporum cookei	Microsporum cookei	C		FUNGUS		Microsporum	MIS	61799001	Microsporum cookeii	FALSE
crn	+	Corynebacterium renale	Corynebacterium renale	C		COF		Corynebacterium	COR	62000003	Corynebacterium renale	FALSE
ret	w	Retortamonas sp.	Retortamonas sp.	C		FLAG		Retortamonas	RET	62049005	Retortamonas	FALSE
ric	-	Rickettsia sp.	Rickettsia sp.	C		GNCB		Rickettsia	RIC	62065006	Rickettsia	FALSE
yea	f	Yeast	Yeast	C		FUNGUS				62093005	Yeast	FALSE
sdu	-	Salmonella Dublin	Salmonella Dublin	C		EBC	GRD	Salmonella	SAL	62136003	Salmonella Dublin	FALSE
sin	+	Streptococcus intermedius	Streptococcus intermedius	C		SVI		Streptococcus	STR	62170002	Streptococcus intermedius	FALSE
tri	f	Trichosporon sp.	Trichosporon sp.	C		FUNGUS		Trichosporon	TRI	62289009	Trichosporon	FALSE
abl	f	Arthroderma borellii	Arthroderma borellii	C		FUNGUS		Arthroderma	ARD	62457003	Arthroderma borelli	FALSE
eae	-	Enterobacter aerogenes	Enterobacter aerogenes	C	X	EBC		Enterobacter	EN-	62592009	Enterobacter aerogenes	FALSE
fdi	f	Fusarium dimerum	Fusarium dimerum	C		FUNGUS		Fusarium	FUS	62624005	Fusarium dimerum	FALSE
syn	f	Syncephalastrum sp.	Syncephalastrum sp.	C		check		Syncephalastrum	SYN	62678005	Syncephalastrum	FALSE
bhr	b	Borrelia hermsii	Borrelia hermsii	C		TREP		Borrelia	BOL	62748005	Borrelia hermsii	FALSE
lsa	a	Lactobacillus salivarius	Lactobacillus salivarius	O		GPR		Lactobacillus	LAC	62761005	Lactobacillus salivarius ss. salivarius	FALSE
pmc	a	Parvimonas micra	Parvimonas micra	C		AGPC		Parvimonas	PVM	62890009	Peptostreptococcus micros	FALSE
hcv	v	Hepatitis C virus	Hepatitis C virus	C	C	RNA				62944002	Hepatitis C virus	FALSE
ajc	f	Ajellomyces capsulatus	Ajellomyces capsulatus	C		FUNGUS		Ajellomyces	AJE	62969002	Ajellomyces capsulatus	FALSE
vo1	-	Vibrio cholerae O1	Vibrio cholerae O1	C		FERM		Vibrio	VI-	62987004	Vibrio cholerae, O1	FALSE
afe	a	Acidaminococcus fermentans	Acidaminococcus fermentans	C		AGNC		Acidaminococcus	ACD	63005002	Acidaminococcus fermentans	FALSE
ssk	f	Sporothrix schenckii	Sporothrix schenckii	C		FUNGUS		Sporothrix	SPX	63100009	Sporothrix	FALSE
spx	f	Sporothrix sp.	Sporothrix sp.	C		FUNGUS		Sporothrix	SPX	63100009	Sporothrix	FALSE
mpe	f	Microsporum persicolor	Microsporum persicolor	C		FUNGUS		Microsporum	MIS	63368008	Microsporum persicolor	FALSE
sre	-	Salmonella Reading	Salmonella Reading	C		EBC	GRB	Salmonella	SAL	63396002	Salmonella Reading	FALSE
cjk	+	CDC Coryneform Group JK	CDC Coryneform Group JK	O		COF		Corynebacterium	COR	63410006	Corynebacterium jeikeium	FALSE
swa	+	Staphylococcus warneri	Staphylococcus warneri	C		SCN		Staphylococcus	STA	63550006	Staphylococcus warneri	FALSE
clp	f	Candida lipolytica	Candida lipolytica	C		FUNGUS		Candida	CAN	63775007	Candida lipolytica	FALSE
cst	+	Corynebacterium striatum	Corynebacterium striatum	C		COF		Corynebacterium	COR	63815007	Corynebacterium striatum	FALSE
nde	-	Neisseria denitrificans	Neisseria denitrificans	C		GNC		Neisseria	NE-	63863005	Neisseria denitrificans	FALSE
cht	-	Chlamydia trachomatis	Chlamydia trachomatis	C		GNCB		Chlamydia	CHL	63938009	Chlamydia trachomatis	FALSE
pch	-	Pseudomonas chlororaphis	Pseudomonas chlororaphis	C		NFR		Pseudomonas	PS-	63949003	Pseudomonas chlororaphis	FALSE
gva	+	Gardnerella vaginalis	Gardnerella vaginalis	C		GPR		Gardnerella	GAR	64071004	Gardnerella vaginalis	FALSE
yru	-	Yersinia ruckeri	Yersinia ruckeri	C		EBC		Yersinia	YER	64125009	Yersinia ruckeri	FALSE
cfe	-	Campylobacter fetus	Campylobacter fetus	O		GNCB		Campylobacter	CAM	64589009	Campylobacter fetus ss. fetus	FALSE
orv	v	Orf virus	Orf virus	C		DNA				64753004	Orf virus	FALSE
btu	+	Bacillus thuringiensis	Bacillus thuringiensis	C		GPR		Bacillus	BCS	64840009	Bacillus thuringiensis	FALSE
hdu	-	Haemophilus ducreyi	Haemophilus ducreyi	C		GNCB		Haemophilus	HA-	64889004	Haemophilus ducreyi	FALSE
lsp	-	Legionella spiritensis	Legionella spiritensis	C		GNCB		Legionella	LEG	64930007	Legionella spiritensis	FALSE
koz	-	Klebsiella ozaenae	Klebsiella ozaenae	O		EBC		Klebsiella	KL-	65186004	Klebsiella pneumoniae ss. ozaenae	FALSE
amd	-	Aeromonas media	Aeromonas media	C		FERM		Aeromonas	AER	65192005	Aeromonas media	FALSE
yen	-	Yersinia enterocolitica	Yersinia enterocolitica	C		EBC		Yersinia	YER	65255000	Yersinia enterocolitica	FALSE
hpr	-	Haemophilus parasuis	Haemophilus parasuis	C		GNCB		Haemophilus	HA-	65279003	Haemophilus parasuis	FALSE
pav	-	Haemophilus avium	Haemophilus avium	O		FERM		Pasteurella	PAS	65342004	Pasteurella avium	FALSE
mup	v	Mumps virus	Mumps virus	C		RNA				65342004	Pasteurella avium	FALSE
lfe	a	Lactobacillus fermentum	Lactobacillus fermentum	C		GPR		Lactobacillus	LAC	65506008	Lactobacillus fermentum	FALSE
msz	m	Mycobacterium szulgai	Mycobacterium szulgai	C		MYCO		Mycobacterium	MYC	65613000	Mycobacterium szulgai	FALSE
bdr	f	Blastomyces dermatitidis	Blastomyces dermatitidis	C		check		Blastomyces	BLA	65615007	Blastomyces dermatitidis	FALSE
caq	+	Corynebacterium aquaticum	Corynebacterium aquaticum	O		COF		Corynebacterium	COR	65736001	Corynebacterium aquaticum	FALSE
ulo	f	Ulocladium sp.	Ulocladium sp.	C		check		Ulocladium	ULO	65789000	Ulocladium	FALSE
csn	a	Clostridium sphenoides	Clostridium sphenoides	C		SPORE		Clostridium	CLO	65891000	Clostridium sphenoides	FALSE
ecs	w	Echinostoma sp.	Echinostoma sp.	C		TREMA		Echinostoma	ECS	65894008	Echinostoma	FALSE
lje	a	Lactobacillus jensenii	Lactobacillus jensenii	C		GPR		Lactobacillus	LAC	65904004	Lactobacillus jensenii	FALSE
bpu	a	Bacteroides putredinis	Bacteroides putredinis	C		AGNR		Bacteroides	BAC	66172007	Bacteroides putredinis	FALSE
bea	f	Beauveria sp.	Beauveria sp.	C		check		Beauveria	BEA	66193005	Beauveria	FALSE
epo	w	Entamoeba polecki	Entamoeba polecki	C		AMEBA		Entamoeba	ENW	66223005	Entamoeba polecki	FALSE
esp	f	Exophiala spinifera	Exophiala spinifera	C		FUNGUS		Exophiala	EXO	66283007	Exophiala spinifera	FALSE
emg	a	Eubacterium yurii ss. margaretiae	Eubacterium yurii ss. margaretiae	C		NOSPORE		Eubacterium	EUB	66370008	Eubacterium yurii ss. margaretiae	FALSE
cgi	-	Capnocytophaga gingivalis	Capnocytophaga gingivalis	C		GNCB		Capnocytophaga	CAP	66463009	Capnocytophaga gingivalis	FALSE
cj1	-	Campylobacter jejuni biotype 1	Campylobacter jejuni biotype 1	C		GNCB		Campylobacter	CAM	66543000	Campylobacter jejuni	FALSE
cj2	-	Campylobacter jejuni biotype 2	Campylobacter jejuni biotype 2	C		GNCB		Campylobacter	CAM	66543000	Campylobacter jejuni	FALSE
slv	-	Salmonella Livingstone	Salmonella Livingstone	C		EBC	GRC	Salmonella	SAL	66713000	Salmonella Livingstone	FALSE
npo	-	Neisseria polysaccharea	Neisseria polysaccharea	C		GNC		Neisseria	NE-	66768001	Neisseria polysaccharea	FALSE
con	o	Contaminated specimen	Contaminated specimen	C		OTHER				66790001	Bacterial growth contamination (finding)	FALSE
afl	f	Aspergillus flavus	Aspergillus flavus	C		FUNGUS		Aspergillus	ASP	66821001	Aspergillus flavus	FALSE
mdu	m	Mycobacterium duvalii	Mycobacterium duvalii	C		MYCO		Mycobacterium	MYC	66838002	Mycobacterium duvalii	FALSE
rov	f	Ramichloridium obovoideum	Ramichloridium obovoideum	C		FUNGUS		Ramichloridium	RAC	66932002	Ramichloridium	FALSE
rac	f	Ramichloridium sp.	Ramichloridium sp.	C		FUNGUS		Ramichloridium	RAC	66932002	Ramichloridium	FALSE
rtv	v	Rotavirus	Rotavirus	C		RNA				66932002	Ramichloridium	FALSE
mak	m	Mycobacterium aichiense	Mycobacterium aichiense	C		MYCO		Mycobacterium	MYC	66940008	Mycobacterium aichiense	FALSE
lms	+	Leuconostoc mesenteroides	Leuconostoc mesenteroides	O		CatNeg		Leuconostoc	LEU	67140002	Leuconostoc mesenteroides ss. mesenteroides	FALSE
cne	f	Cryptococcus neoformans	Cryptococcus neoformans	C		FUNGUS		Cryptococcus	CRY	67168003	Cryptococcus neoformans	FALSE
soh	-	Salmonella Ohio	Salmonella Ohio	C		EBC	GRC	Salmonella	SAL	67210008	Salmonella Ohio	FALSE
pvc	f	Phialophora verrucosa	Phialophora verrucosa	C		FUNGUS		Phialophora	PHI	67301003	Phialophora verrucosa	FALSE
sss	i	Sarcoptes scabei	Sarcoptes scabei	C				Sarcoptes	SRP	67333007	Sarcoptes scabiei	FALSE
tvi	f	Trichophyton violaceum	Trichophyton violaceum	C		FUNGUS		Trichophyton	TRY	67490006	Trichophyton violaceum	FALSE
lgy	+	Listeria grayi	Listeria grayi	C		GPR		Listeria	LIS	67816007	Listeria grayi	FALSE
eic	-	Edwardsiella ictaluri	Edwardsiella ictaluri	C		EBC		Edwardsiella	EDW	68227003	Edwardsiella ictaluri	FALSE
dip	w	Dipetalonema sp.	Dipetalonema sp.	C		NEMAT		Dipetalonema	DIP	68450006	Dipetalonema	FALSE
bcl	w	Balantidium coli	Balantidium coli	C		CILIA		Balantidium	BAT	68532001	Balantidium coli	FALSE
ppu	-	Pseudomonas putida	Pseudomonas putida	C		NFR		Pseudomonas	PS-	68608003	Pseudomonas putida	FALSE
hfe	-	Helicobacter felis	Helicobacter felis	C		GNCB		Helicobacter	HEL	68625001	Helicobacter felis	FALSE
bra	f	Basidiobolus ranarum	Basidiobolus ranarum	C		FUNGUS		Basidiobolus	BAS	68673006	Basidiobolus ranarum	FALSE
g52	-	Salmonella Group 52 (O:52)	Salmonella Group 52	C		EBC	G52	Salmonella	SAL	68821008	Salmonella II 52:c:k	FALSE
smr	-	Salmonella Muenster	Salmonella Muenster	C		EBC	GRE	Salmonella	SAL	68916009	Salmonella Muenster	FALSE
mao	f	Microsporum audouinii	Microsporum audouinii	C		FUNGUS		Microsporum	MIS	68952008	Microsporum audouinii	FALSE
ere	a	Eubacterium rectale	Eubacterium rectale	C		NOSPORE		Eubacterium	EUB	69189003	Eubacterium rectale	FALSE
env	v	Enterovirus	Enterovirus	C		RNA				69239002	Human enterovirus	FALSE
rgl	f	Rhodotorula glutinis	Rhodotorula glutinis	C		FUNGUS		Rhodotorula	RHO	69250004	Rhodotorula glutinis	FALSE
nci	-	Neisseria cinerea	Neisseria cinerea	C		GNC		Neisseria	NE-	69312007	Neisseria cinerea	FALSE
fpd	f	Fonsecaea pedrosoi	Fonsecaea pedrosoi	C		FUNGUS		Fonsecaea	FON	69356007	Fonsecaea pedrosoi	FALSE
kur	+	Kurthia sp.	Kurthia sp.	C		GPR		Kurthia	KUR	69512006	Kurthia	FALSE
moz	w	Mansonella ozzardi	Mansonella ozzardi	C		NEMAT		Mansonella	MAN	69560009	Mansonella ozzardi	FALSE
fpe	a	Fusobacterium periodonticum	Fusobacterium periodonticum	C		AGNR		Fusobacterium	FU-	69601004	Fusobacterium periodonticum	FALSE
snx	a	Selenomonas noxia	Selenomonas noxia	C		AGNR		Selenomonas	SEL	70096005	Selenomonas noxia	FALSE
wan	f	Wangiella sp.	Wangiella sp.	C		FUNGUS		Wangiella	WAN	70200002	Wangiella	FALSE
swy	-	Salmonella Weybridge	Salmonella Weybridge	C		EBC	GRE	Salmonella	SAL	70223004	Salmonella Weybridge	FALSE
llc	+	Leuconostoc lactis	Leuconostoc lactis	C		CatNeg		Leuconostoc	LEU	70285009	Leuconostoc lactis	FALSE
bsh	+	Bacillus sphaericus	Bacillus sphaericus	C		GPR		Bacillus	BCS	70313006	Bacillus sphaericus	FALSE
cer	-	Salmonella Cerro	Salmonella Cerro	C		EBC	GRK	Salmonella	SAL	70344002	Salmonella Cerro	FALSE
rpu	f	Mucor pusillus	Mucor pusillus	O		FUNGUS		Rhizomucor	RHI	70399006	Rhizomucor pusillus	FALSE
mga	m	Mycobacterium gastri	Mycobacterium gastri	C		MYCO		Mycobacterium	MYC	70463000	Mycobacterium gastri	FALSE
pim	-	Psychrobacter immobilis	Psychrobacter immobilis	C		NFR		Psychrobacter	PSY	70465007	Psychrobacter immobilis	FALSE
pwi	f	Prototheca wickerhamii	Prototheca wickerhamii	C		check		Prototheca	PRC	70523003	Prototheca wickerhamii	FALSE
cch	a	Clostridium chauvoei	Clostridium chauvoei	C		SPORE		Clostridium	CLO	70557006	Clostridium chauvoei	FALSE
eha	w	Entamoeba hartmanni	Entamoeba hartmanni	C		AMEBA		Entamoeba	ENW	70632005	Entamoeba hartmanni	FALSE
mmi	m	Mycobacterium microti	Mycobacterium microti	C		MYCO		Mycobacterium	MYC	70801007	Mycobacterium microti	FALSE
sle	+	Staphylococcus lentus	Staphylococcus lentus	O		SCN		Staphylococcus	STA	70806002	Staphylococcus sciuri	FALSE
ssr	+	Staphylococcus sciuri	Staphylococcus sciuri	O		SCN		Staphylococcus	STA	70806002	Staphylococcus sciuri	FALSE
hpg	-	Haemophilus paragallinarum	Haemophilus paragallinarum	C		GNCB		Haemophilus	HA-	70833003	Haemophilus paragallinarum	FALSE
pam	-	Pasteurella multocida	Pasteurella multocida	O		FERM		Pasteurella	PAS	71068007	Pasteurella multocida ss. multocida	FALSE
lgs	+	Lactobacillus gasseri	Lactobacillus gasseri	C		GPR		Lactobacillus	LAC	71158000	Lactobacillus gasseri	FALSE
pht	w	Phthirus sp.	Phthirus sp.	C		check		Phthirus	PHT	71241004	Genus Phthirus	FALSE
tto	f	Trichophyton tonsurans	Trichophyton tonsurans	C		FUNGUS		Trichophyton	TRY	71495007	Trichophyton tonsurans	FALSE
sou	-	Salmonella Ouakam	Salmonella Ouakam	C		EBC	GRD	Salmonella	SAL	71614001	Salmonella Ouakam	FALSE
ovi	w	Opisthorchis viverrini	Opisthorchis viverrini	C		TREMA		Opisthorchis	OPI	71650008	Opisthorchis viverrini	FALSE
sgi	-	Salmonella Give	Salmonella Give	C		EBC	GRE	Salmonella	SAL	71768003	Salmonella Give	FALSE
bci	+	Bacillus circulans	Bacillus circulans	C		GPR		Bacillus	BCS	71812004	Bacillus circulans	FALSE
pmn	f	Penicillium marneffei	Penicillium marneffei	C		check		Penicillium	PEN	71825007	Penicillium marneffei	FALSE
shg	-	Salmonella Heidelberg	Salmonella Heidelberg	C		EBC	GRB	Salmonella	SAL	71865006	Salmonella Heidelberg	FALSE
cpo	a	Centipeda periodontii	Centipeda periodontii	C		AGNR		Centipeda	CEN	72002007	Centipeda periodontii	FALSE
mrd	m	Mycobacterium rhodesiae	Mycobacterium rhodesiae	C		MYCO		Mycobacterium	MYC	72130005	Mycobacterium rhodesiae	FALSE
hha	-	Haemophilus haemoglobinophilus	Haemophilus haemoglobinophilus	C		GNCB		Haemophilus	HA-	72339004	Haemophilus haemoglobinophilus	FALSE
mos	-	Moraxella osloensis	Moraxella osloensis	C		NFR		Moraxella	MO-	72401008	Moraxella osloensis	FALSE
efe	-	CDC Enteric Group 10	CDC Enteric Group 10	O		EBC		Escherichia	ESC	72461005	Escherichia fergusonii	FALSE
sae	+	Staphylococcus arlettae	Staphylococcus arlettae	C		SCN		Staphylococcus	STA	72465001	Staphylococcus arlettae	FALSE
mto	m	Mycobacterium tokaiense	Mycobacterium tokaiense	C		MYCO		Mycobacterium	MYC	72477006	Mycobacterium tokaiense	FALSE
chx	w	Chilomastix sp.	Chilomastix sp.	C		FLAG		Chilomastix	CHX	72548008	Chilomastix	FALSE
tra	w	Trypanosoma rangeli	Trypanosoma rangeli	C		FLAG		Trypanosoma	TRP	72637009	Trypanosoma rangeli	FALSE
sqn	+	Streptococcus equinus	Streptococcus equinus	C		SVI		Streptococcus	STR	72646003	Streptococcus equinus	FALSE
lsc	-	Legionella santicrucis	Legionella santicrucis	C		GNCB		Legionella	LEG	72814000	Legionella santicrucis	FALSE
bmt	-	Brucella melitensis	Brucella melitensis	C		GNCB		Brucella	BR-	72829003	Brucella melitensis	FALSE
aco	w	Angiostrongylus costaricensis	Angiostrongylus costaricensis	C		NEMAT		Angiostrongylus	ANG	72966005	Angiostrongylus costaricensis	FALSE
pls	w	Pleistophora sp.	Pleistophora sp.	C		MICROS		Pleistophora	PLS	73088004	Pleistophora	FALSE
dre	f	Drechslera sp.	Drechslera sp.	C		check		Drechslera	DRE	73185003	Drechslera	FALSE
pmi	-	Proteus mirabilis	Proteus mirabilis	C	X	EBC		Proteus	PR-	73457008	Proteus mirabilis	FALSE
sen	-	Salmonella Enteritidis	Salmonella Enteritidis	C	X	EBC	GRD	Salmonella	SAL	73525009	Salmonella Enteritidis	FALSE
mml	m	Mycobacterium malmoense	Mycobacterium malmoense	C		MYCO		Mycobacterium	MYC	73576007	Mycobacterium malmoense	FALSE
